SynthHD Pro power [dBm],vg2 [V],det power [dBm],amp current [A],amp power [W]
-25.0,1.5,-42.1777,0.01,0.06
-25.0,1.475,-42.17857,0.01,0.06
-25.0,1.45,-42.054286000000005,0.01,0.06
-25.0,1.425,-41.892328,0.01,0.06
-25.0,1.4,-41.839386000000005,0.01,0.06
-25.0,1.375,-41.83157,0.01,0.06
-25.0,1.35,-41.804382,0.01,0.06
-25.0,1.325,-41.775856,0.01,0.06
-25.0,1.3,-41.757493999999994,0.01,0.06
-25.0,1.275,-41.760718,0.01,0.06
-25.0,1.25,-41.79585000000001,0.01,0.06
-25.0,1.225,-41.81916,0.01,0.06
-25.0,1.2,-41.786897999999994,0.01,0.06
-25.0,1.175,-41.764869999999995,0.01,0.06
-25.0,1.15,-41.713302,0.01,0.06
-25.0,1.125,-41.55168,0.02,0.12
-25.0,1.1,-41.167792,0.03,0.18
-25.0,1.075,-40.318619999999996,0.04,0.24
-25.0,1.05,-38.04081600000001,0.05,0.3
-25.0,1.025,-32.128394,0.07,0.42
-25.0,1.0,-18.580326,0.1,0.6
-25.0,0.975,-15.699072000000001,0.14,0.84
-25.0,0.95,-12.784638000000001,0.19,1.14
-25.0,0.9249999999999999,-11.019286000000001,0.25,1.5
-25.0,0.8999999999999999,-9.650101999999997,0.32,1.92
-25.0,0.875,-8.79627,0.39,2.34
-25.0,0.85,-7.733740000000001,0.48,2.88
-25.0,0.825,-7.020836000000003,0.57,3.42
-25.0,0.7999999999999999,-6.44182,0.66,3.96
-25.0,0.7749999999999999,-6.050760000000004,0.77,4.62
-25.0,0.75,-5.552578000000004,0.88,5.28
-25.0,0.725,-5.20937,1.0,6.0
-25.0,0.7,-4.9164400000000015,1.12,6.72
-25.0,0.6749999999999999,-4.722982000000002,1.24,7.44
-25.0,0.6499999999999999,-4.47251,1.37,8.22
-25.0,0.625,-4.304382,1.5,9.0
-25.0,0.6,-4.174324000000002,1.63,9.78
-25.0,0.575,-4.100506000000003,1.76,10.56
-25.0,0.5499999999999999,-4.015328000000004,1.89,11.34
-25.0,0.5249999999999999,-3.982645999999999,2.02,12.12
-25.0,0.5,-3.9810680000000005,2.15,12.9
-24.4,1.5,-25.548138,0.01,0.06
-24.4,1.475,-41.625505999999994,0.01,0.06
-24.4,1.45,-40.988879999999995,0.01,0.06
-24.4,1.425,-40.84701199999999,0.01,0.06
-24.4,1.4,-40.937667999999995,0.01,0.06
-24.4,1.375,-41.015254000000006,0.01,0.06
-24.4,1.35,-40.978142000000005,0.01,0.06
-24.4,1.325,-40.91885,0.01,0.06
-24.4,1.3,-40.89127,0.01,0.06
-24.4,1.275,-40.901447999999995,0.01,0.06
-24.4,1.25,-40.871946,0.01,0.06
-24.4,1.225,-40.80575,0.01,0.06
-24.4,1.2,-40.79271200000001,0.01,0.06
-24.4,1.175,-40.745672,0.01,0.06
-24.4,1.15,-40.68125,0.01,0.06
-24.4,1.125,-40.557852000000004,0.02,0.12
-24.4,1.1,-40.195036,0.02,0.12
-24.4,1.075,-39.153746,0.03,0.18
-24.4,1.05,-36.91476200000001,0.05,0.3
-24.4,1.025,-31.21269000000001,0.07,0.42
-24.4,1.0,-18.655928000000003,0.1,0.6
-24.4,0.975,-14.571569999999994,0.14,0.84
-24.4,0.95,-11.984930000000002,0.19,1.14
-24.4,0.9249999999999999,-10.215600000000002,0.25,1.5
-24.4,0.8999999999999999,-9.113554,0.31,1.86
-24.4,0.875,-7.813886000000004,0.39,2.34
-24.4,0.85,-6.963661999999999,0.47,2.82
-24.4,0.825,-6.261901999999999,0.56,3.36
-24.4,0.7999999999999999,-5.803418000000001,0.66,3.96
-24.4,0.7749999999999999,-5.2141020000000005,0.76,4.56
-24.4,0.75,-4.816033999999998,0.88,5.28
-24.4,0.725,-4.476170000000003,0.99,5.94
-24.4,0.7,-4.247874000000003,1.12,6.72
-24.4,0.6749999999999999,-3.9594820000000013,1.24,7.44
-24.4,0.6499999999999999,-3.7612200000000016,1.37,8.22
-24.4,0.625,-3.5997860000000017,1.5,9.0
-24.4,0.6,-3.505212,1.63,9.78
-24.4,0.575,-3.3871300000000026,1.76,10.56
-24.4,0.5499999999999999,-3.324221999999999,1.89,11.34
-24.4,0.5249999999999999,-3.2928180000000005,2.02,12.12
-24.4,0.5,-3.297408000000001,2.15,12.9
-23.8,1.5,-32.061704,0.01,0.06
-23.8,1.475,-39.555398000000004,0.01,0.06
-23.8,1.45,-39.808274000000004,0.01,0.06
-23.8,1.425,-39.737356,0.01,0.06
-23.8,1.4,-39.617380000000004,0.01,0.06
-23.8,1.375,-39.553724,0.01,0.06
-23.8,1.35,-39.485488,0.01,0.06
-23.8,1.325,-39.50978,0.01,0.06
-23.8,1.3,-39.52821,0.01,0.06
-23.8,1.275,-39.539428,0.01,0.06
-23.8,1.25,-39.52804199999999,0.01,0.06
-23.8,1.225,-39.51375,0.01,0.06
-23.8,1.2,-39.494056,0.01,0.06
-23.8,1.175,-39.468945999999995,0.01,0.06
-23.8,1.15,-39.40474400000001,0.01,0.06
-23.8,1.125,-39.272912000000005,0.02,0.12
-23.8,1.1,-38.87321599999999,0.02,0.12
-23.8,1.075,-37.888797999999994,0.03,0.18
-23.8,1.05,-35.738338,0.05,0.3
-23.8,1.025,-30.473034,0.07,0.42
-23.8,1.0,-16.465134,0.1,0.6
-23.8,0.975,-13.28443,0.14,0.84
-23.8,0.95,-10.982645999999999,0.19,1.14
-23.8,0.9249999999999999,-9.57226,0.25,1.5
-23.8,0.8999999999999999,-7.9156520000000015,0.31,1.86
-23.8,0.875,-6.8986500000000035,0.39,2.34
-23.8,0.85,-6.067152,0.47,2.82
-23.8,0.825,-5.514236,0.56,3.36
-23.8,0.7999999999999999,-4.827665999999997,0.66,3.96
-23.8,0.7749999999999999,-4.360123999999999,0.76,4.56
-23.8,0.75,-3.9714279999999995,0.87,5.22
-23.8,0.725,-3.708370000000002,0.99,5.94
-23.8,0.7,-3.364925999999997,1.12,6.72
-23.8,0.6749999999999999,-3.1356220000000015,1.24,7.44
-23.8,0.6499999999999999,-2.9412759999999984,1.37,8.22
-23.8,0.625,-2.820044000000003,1.5,9.0
-23.8,0.6,-2.6707859999999997,1.63,9.78
-23.8,0.575,-2.581582000000001,1.76,10.56
-23.8,0.5499999999999999,-2.519268000000004,1.89,11.34
-23.8,0.5249999999999999,-2.4997219999999984,2.02,12.12
-23.8,0.5,-2.498687999999998,2.15,12.9
-23.2,1.5,-30.606412,0.01,0.06
-23.2,1.475,-38.402026,0.01,0.06
-23.2,1.45,-38.516318,0.01,0.06
-23.2,1.425,-38.471434,0.01,0.06
-23.2,1.4,-38.369147999999996,0.01,0.06
-23.2,1.375,-38.262221999999994,0.01,0.06
-23.2,1.35,-38.20935800000001,0.01,0.06
-23.2,1.325,-38.195798,0.01,0.06
-23.2,1.3,-38.178656000000004,0.01,0.06
-23.2,1.275,-38.150072,0.01,0.06
-23.2,1.25,-38.162446,0.01,0.06
-23.2,1.225,-38.167394,0.01,0.06
-23.2,1.2,-38.125699999999995,0.01,0.06
-23.2,1.175,-38.11917,0.01,0.06
-23.2,1.15,-38.06220599999999,0.01,0.06
-23.2,1.125,-37.89251200000001,0.02,0.12
-23.2,1.1,-37.51221,0.02,0.12
-23.2,1.075,-36.558409999999995,0.03,0.18
-23.2,1.05,-32.70627399999999,0.05,0.3
-23.2,1.025,-20.252711999999995,0.07,0.42
-23.2,1.0,-15.963814,0.1,0.6
-23.2,0.975,-12.106366000000001,0.14,0.84
-23.2,0.95,-10.255038000000003,0.19,1.14
-23.2,0.9249999999999999,-8.135829999999999,0.25,1.5
-23.2,0.8999999999999999,-6.844638000000003,0.31,1.86
-23.2,0.875,-5.855533999999999,0.39,2.34
-23.2,0.85,-5.205202,0.47,2.82
-23.2,0.825,-4.38494,0.56,3.36
-23.2,0.7999999999999999,-3.845366000000002,0.66,3.96
-23.2,0.7749999999999999,-3.3898940000000017,0.76,4.56
-23.2,0.75,-3.086036,0.87,5.22
-23.2,0.725,-2.692888,0.99,5.94
-23.2,0.7,-2.4223239999999997,1.11,6.66
-23.2,0.6749999999999999,-2.1991719999999972,1.24,7.44
-23.2,0.6499999999999999,-2.0528039999999983,1.37,8.22
-23.2,0.625,-1.8661300000000018,1.5,9.0
-23.2,0.6,-1.752602000000003,1.63,9.78
-23.2,0.575,-1.6625499999999995,1.76,10.56
-23.2,0.5499999999999999,-1.6210640000000005,1.89,11.34
-23.2,0.5249999999999999,-1.5841020000000015,2.02,12.12
-23.2,0.5,-1.589296000000001,2.15,12.9
-22.6,1.5,-29.522256000000006,0.01,0.06
-22.6,1.475,-37.13967399999999,0.01,0.06
-22.6,1.45,-37.016754000000006,0.01,0.06
-22.6,1.425,-37.035158,0.01,0.06
-22.6,1.4,-37.060968,0.01,0.06
-22.6,1.375,-37.016804,0.01,0.06
-22.6,1.35,-37.009956,0.01,0.06
-22.6,1.325,-36.994732,0.01,0.06
-22.6,1.3,-36.993550000000006,0.01,0.06
-22.6,1.275,-36.969034,0.01,0.06
-22.6,1.25,-36.966108,0.01,0.06
-22.6,1.225,-36.933561999999995,0.01,0.06
-22.6,1.2,-36.904377999999994,0.01,0.06
-22.6,1.175,-36.861936,0.01,0.06
-22.6,1.15,-36.7875,0.01,0.06
-22.6,1.125,-36.631696,0.02,0.12
-22.6,1.1,-36.239568,0.02,0.12
-22.6,1.075,-35.435444000000004,0.03,0.18
-22.6,1.05,-33.263209999999994,0.05,0.3
-22.6,1.025,-18.109568000000003,0.07,0.42
-22.6,1.0,-14.011339999999997,0.1,0.6
-22.6,0.975,-11.472938,0.14,0.84
-22.6,0.95,-8.655056000000002,0.19,1.14
-22.6,0.9249999999999999,-6.989820000000002,0.25,1.5
-22.6,0.8999999999999999,-5.729879999999998,0.31,1.86
-22.6,0.875,-4.9531279999999995,0.39,2.34
-22.6,0.85,-3.987791999999999,0.47,2.82
-22.6,0.825,-3.3440720000000006,0.56,3.36
-22.6,0.7999999999999999,-2.822961999999997,0.66,3.96
-22.6,0.7749999999999999,-2.4694160000000025,0.76,4.56
-22.6,0.75,-2.020432000000003,0.87,5.22
-22.6,0.725,-1.7090480000000028,0.99,5.94
-22.6,0.7,-1.4461179999999985,1.11,6.66
-22.6,0.6749999999999999,-1.2762619999999991,1.24,7.44
-22.6,0.6499999999999999,-1.0562599999999982,1.37,8.22
-22.6,0.625,-0.9115439999999992,1.5,9.0
-22.6,0.6,-0.8010120000000001,1.63,9.78
-22.6,0.575,-0.7387580000000007,1.76,10.56
-22.6,0.5499999999999999,-0.6702919999999999,1.89,11.34
-22.6,0.5249999999999999,-0.6474879999999992,2.02,12.12
-22.6,0.5,-0.6527220000000007,2.15,12.9
-22.0,1.5,-21.148739999999997,0.01,0.06
-22.0,1.475,-35.8658,0.01,0.06
-22.0,1.45,-35.73234600000001,0.01,0.06
-22.0,1.425,-35.63834799999999,0.01,0.06
-22.0,1.4,-35.623096,0.01,0.06
-22.0,1.375,-35.601924,0.01,0.06
-22.0,1.35,-35.627880000000005,0.01,0.06
-22.0,1.325,-35.610738000000005,0.01,0.06
-22.0,1.3,-35.611288,0.01,0.06
-22.0,1.275,-35.592895999999996,0.01,0.06
-22.0,1.25,-35.581632,0.01,0.06
-22.0,1.225,-35.57353400000001,0.01,0.06
-22.0,1.2,-35.552966000000005,0.01,0.06
-22.0,1.175,-35.502852000000004,0.01,0.06
-22.0,1.15,-35.426390000000005,0.01,0.06
-22.0,1.125,-35.262716,0.02,0.12
-22.0,1.1,-34.92433,0.02,0.12
-22.0,1.075,-33.92436,0.03,0.18
-22.0,1.05,-29.731136,0.05,0.3
-22.0,1.025,-16.754962,0.07,0.42
-22.0,1.0,-13.465422000000004,0.1,0.6
-22.0,0.975,-9.588782000000002,0.14,0.84
-22.0,0.95,-7.387885999999998,0.19,1.14
-22.0,0.9249999999999999,-5.757249999999999,0.25,1.5
-22.0,0.8999999999999999,-4.758354000000001,0.31,1.86
-22.0,0.875,-3.595535999999999,0.39,2.34
-22.0,0.85,-2.8313099999999984,0.47,2.82
-22.0,0.825,-2.2061360000000008,0.56,3.36
-22.0,0.7999999999999999,-1.797813999999999,0.66,3.96
-22.0,0.7749999999999999,-1.2744160000000022,0.76,4.56
-22.0,0.75,-0.922270000000001,0.87,5.22
-22.0,0.725,-0.6201059999999998,0.99,5.94
-22.0,0.7,-0.41754800000000003,1.11,6.66
-22.0,0.6749999999999999,-0.16036400000000128,1.24,7.44
-22.0,0.6499999999999999,0.0130340000000011,1.37,8.22
-22.0,0.625,0.15334999999999965,1.5,9.0
-22.0,0.6,0.23355199999999599,1.63,9.78
-22.0,0.575,0.33242600000000166,1.76,10.56
-22.0,0.5499999999999999,0.38141999999999854,1.89,11.34
-22.0,0.5249999999999999,0.40193999999999974,2.02,12.12
-22.0,0.5,0.391370000000002,2.15,12.9
-21.4,1.5,-26.819270000000003,0.01,0.06
-21.4,1.475,-34.12248999999999,0.01,0.06
-21.4,1.45,-34.057978000000006,0.01,0.06
-21.4,1.425,-34.088108,0.01,0.06
-21.4,1.4,-34.072641999999995,0.01,0.06
-21.4,1.375,-34.049955999999995,0.01,0.06
-21.4,1.35,-34.042629999999996,0.01,0.06
-21.4,1.325,-34.040666,0.01,0.06
-21.4,1.3,-34.024874,0.01,0.06
-21.4,1.275,-34.013909999999996,0.01,0.06
-21.4,1.25,-34.028924,0.01,0.06
-21.4,1.225,-34.022798,0.01,0.06
-21.4,1.2,-34.014517999999995,0.01,0.06
-21.4,1.175,-33.983177999999995,0.01,0.06
-21.4,1.15,-33.903998,0.01,0.06
-21.4,1.125,-33.764716,0.02,0.12
-21.4,1.1,-33.36604,0.02,0.12
-21.4,1.075,-30.836883999999998,0.03,0.18
-21.4,1.05,-20.953933999999997,0.05,0.3
-21.4,1.025,-16.435536,0.07,0.42
-21.4,1.0,-11.245908000000004,0.1,0.6
-21.4,0.975,-8.167183999999999,0.14,0.84
-21.4,0.95,-5.986148000000004,0.19,1.14
-21.4,0.9249999999999999,-4.6780100000000004,0.25,1.5
-21.4,0.8999999999999999,-3.172378000000002,0.31,1.86
-21.4,0.875,-2.260477999999999,0.39,2.34
-21.4,0.85,-1.5187500000000007,0.47,2.82
-21.4,0.825,-1.0268620000000013,0.56,3.36
-21.4,0.7999999999999999,-0.41677399999999665,0.66,3.96
-21.4,0.7749999999999999,-0.00010599999999882925,0.76,4.56
-21.4,0.75,0.34282799999999725,0.87,5.22
-21.4,0.725,0.5757400000000032,0.99,5.94
-21.4,0.7,0.8808319999999981,1.11,6.66
-21.4,0.6749999999999999,1.0840919999999983,1.24,7.44
-21.4,0.6499999999999999,1.2532479999999957,1.37,8.22
-21.4,0.625,1.357599999999998,1.5,9.0
-21.4,0.6,1.4875420000000013,1.63,9.78
-21.4,0.575,1.5611880000000014,1.76,10.56
-21.4,0.5499999999999999,1.6088920000000009,1.89,11.34
-21.4,0.5249999999999999,1.6198539999999966,2.02,12.12
-21.4,0.5,1.6112400000000022,2.15,12.9
-20.8,1.5,-25.152305999999996,0.01,0.06
-20.8,1.475,-32.22965799999999,0.01,0.06
-20.8,1.45,-32.247162,0.01,0.06
-20.8,1.425,-32.213888,0.01,0.06
-20.8,1.4,-32.216886,0.01,0.06
-20.8,1.375,-32.220431999999995,0.01,0.06
-20.8,1.35,-32.228396,0.01,0.06
-20.8,1.325,-32.2355,0.01,0.06
-20.8,1.3,-32.233468,0.01,0.06
-20.8,1.275,-32.22895199999999,0.01,0.06
-20.8,1.25,-32.22191,0.01,0.06
-20.8,1.225,-32.21297,0.01,0.06
-20.8,1.2,-32.19989399999999,0.01,0.06
-20.8,1.175,-32.159217999999996,0.01,0.06
-20.8,1.15,-32.08986,0.01,0.06
-20.8,1.125,-31.922014000000004,0.02,0.12
-20.8,1.1,-31.513498000000006,0.02,0.12
-20.8,1.075,-28.985086000000003,0.03,0.18
-20.8,1.05,-20.287758000000004,0.05,0.3
-20.8,1.025,-14.434806000000002,0.07,0.42
-20.8,1.0,-9.469659999999998,0.1,0.6
-20.8,0.975,-6.420194000000002,0.14,0.84
-20.8,0.95,-4.6514060000000015,0.19,1.14
-20.8,0.9249999999999999,-2.667860000000001,0.25,1.5
-20.8,0.8999999999999999,-1.4808959999999978,0.31,1.86
-20.8,0.875,-0.5865820000000035,0.39,2.34
-20.8,0.85,-0.0011079999999985546,0.47,2.82
-20.8,0.825,0.7333680000000022,0.56,3.36
-20.8,0.7999999999999999,1.2160100000000007,0.66,3.96
-20.8,0.7749999999999999,1.620542000000004,0.76,4.56
-20.8,0.75,1.8903680000000023,0.87,5.22
-20.8,0.725,2.238614000000002,0.99,5.94
-20.8,0.7,2.479300000000002,1.11,6.66
-20.8,0.6749999999999999,2.6775100000000016,1.24,7.44
-20.8,0.6499999999999999,2.8042440000000006,1.37,8.22
-20.8,0.625,2.9702920000000006,1.5,9.0
-20.8,0.6,3.0660539999999976,1.63,9.78
-20.8,0.575,3.1390639999999976,1.76,10.56
-20.8,0.5499999999999999,3.173939999999998,1.89,11.34
-20.8,0.5249999999999999,3.198450000000001,2.02,12.12
-20.8,0.5,3.1850699999999996,2.15,12.9
-20.2,1.5,-22.819385999999994,0.01,0.06
-20.2,1.475,-29.933214000000007,0.01,0.06
-20.2,1.45,-29.91386,0.01,0.06
-20.2,1.425,-29.916902000000007,0.01,0.06
-20.2,1.4,-29.912166,0.01,0.06
-20.2,1.375,-29.912203999999996,0.01,0.06
-20.2,1.35,-29.906170000000003,0.01,0.06
-20.2,1.325,-29.903450000000007,0.01,0.06
-20.2,1.3,-29.899478000000002,0.01,0.06
-20.2,1.275,-29.894351999999998,0.01,0.06
-20.2,1.25,-29.8904,0.01,0.06
-20.2,1.225,-29.882011999999996,0.01,0.06
-20.2,1.2,-29.862837999999996,0.01,0.06
-20.2,1.175,-29.828114000000006,0.01,0.06
-20.2,1.15,-29.743193999999995,0.01,0.06
-20.2,1.125,-29.021354000000002,0.02,0.12
-20.2,1.1,-25.080054000000004,0.02,0.12
-20.2,1.075,-21.562602000000005,0.03,0.18
-20.2,1.05,-15.807745999999995,0.05,0.3
-20.2,1.025,-11.130564,0.07,0.42
-20.2,1.0,-7.156793999999998,0.1,0.6
-20.2,0.975,-4.697046,0.14,0.84
-20.2,0.95,-1.9852639999999973,0.19,1.14
-20.2,0.9249999999999999,-0.4128799999999977,0.25,1.5
-20.2,0.8999999999999999,0.7608379999999997,0.32,1.92
-20.2,0.875,1.4752500000000026,0.39,2.34
-20.2,0.85,2.3562779999999997,0.47,2.82
-20.2,0.825,2.940622000000001,0.56,3.36
-20.2,0.7999999999999999,3.4090960000000017,0.66,3.96
-20.2,0.7749999999999999,3.727001999999999,0.77,4.62
-20.2,0.75,4.129377999999999,0.88,5.28
-20.2,0.725,4.410321999999999,0.99,5.94
-20.2,0.7,4.648645999999999,1.12,6.72
-20.2,0.6749999999999999,4.8007719999999985,1.24,7.44
-20.2,0.6499999999999999,4.999244000000001,1.37,8.22
-20.2,0.625,5.121555999999998,1.5,9.0
-20.2,0.6,5.219201999999999,1.63,9.78
-20.2,0.575,5.271897999999998,1.76,10.56
-20.2,0.5499999999999999,5.328556000000001,1.89,11.34
-20.2,0.5249999999999999,5.344087999999999,2.02,12.12
-20.2,0.5,5.331436,2.15,12.9
-19.6,1.5,-12.947680000000005,0.01,0.06
-19.6,1.475,-27.037984,0.01,0.06
-19.6,1.45,-27.026067999999995,0.01,0.06
-19.6,1.425,-27.028110000000005,0.01,0.06
-19.6,1.4,-27.030517999999994,0.01,0.06
-19.6,1.375,-27.029446,0.01,0.06
-19.6,1.35,-27.023242000000003,0.01,0.06
-19.6,1.325,-27.02161600000001,0.01,0.06
-19.6,1.3,-27.020254,0.01,0.06
-19.6,1.275,-27.014696,0.01,0.06
-19.6,1.25,-27.004910000000002,0.01,0.06
-19.6,1.225,-26.983104000000004,0.01,0.06
-19.6,1.2,-26.948501999999998,0.01,0.06
-19.6,1.175,-26.734966,0.01,0.06
-19.6,1.15,-25.698466000000003,0.01,0.06
-19.6,1.125,-24.305225999999998,0.02,0.12
-19.6,1.1,-22.961658000000007,0.02,0.12
-19.6,1.075,-19.896986,0.03,0.18
-19.6,1.05,-12.737122,0.05,0.3
-19.6,1.025,-8.170082,0.07,0.42
-19.6,1.0,-5.018723999999999,0.1,0.6
-19.6,0.975,-1.285812,0.15,0.9
-19.6,0.95,0.8469960000000007,0.19,1.14
-19.6,0.9249999999999999,2.415746000000002,0.25,1.5
-19.6,0.8999999999999999,3.358895999999998,0.32,1.92
-19.6,0.875,4.452180000000002,0.39,2.34
-19.6,0.85,5.158722000000001,0.48,2.88
-19.6,0.825,5.739376000000002,0.57,3.42
-19.6,0.7999999999999999,6.111879999999999,0.66,3.96
-19.6,0.7749999999999999,6.588576,0.77,4.62
-19.6,0.75,6.913558,0.88,5.28
-19.6,0.725,7.192336000000001,1.0,6.0
-19.6,0.7,7.376647999999999,1.12,6.72
-19.6,0.6749999999999999,7.611913999999999,1.24,7.44
-19.6,0.6499999999999999,7.771674000000001,1.37,8.22
-19.6,0.625,7.897917999999999,1.5,9.0
-19.6,0.6,7.967138,1.63,9.78
-19.6,0.575,8.055958,1.76,10.56
-19.6,0.5499999999999999,8.098112,1.9,11.4
-19.6,0.5249999999999999,8.112233999999999,2.02,12.12
-19.6,0.5,8.097290000000001,2.15,12.9
-19.0,1.5,-16.829570000000004,0.01,0.06
-19.0,1.475,-23.847006000000007,0.01,0.06
-19.0,1.45,-23.850288,0.01,0.06
-19.0,1.425,-23.859374000000003,0.01,0.06
-19.0,1.4,-23.853932,0.01,0.06
-19.0,1.375,-23.847684,0.01,0.06
-19.0,1.35,-23.843424,0.01,0.06
-19.0,1.325,-23.838212,0.01,0.06
-19.0,1.3,-23.83544,0.01,0.06
-19.0,1.275,-23.809224,0.01,0.06
-19.0,1.25,-23.77351800000001,0.01,0.06
-19.0,1.225,-23.706061999999996,0.01,0.06
-19.0,1.2,-23.542626,0.01,0.06
-19.0,1.175,-23.154747999999998,0.01,0.06
-19.0,1.15,-22.196292000000007,0.01,0.06
-19.0,1.125,-21.129409999999993,0.02,0.12
-19.0,1.1,-17.572668,0.03,0.18
-19.0,1.075,-13.702433999999997,0.04,0.24
-19.0,1.05,-9.136474,0.05,0.3
-19.0,1.025,-5.625908000000003,0.08,0.48
-19.0,1.0,-1.7633920000000032,0.11,0.66
-19.0,0.975,1.867169999999998,0.15,0.9
-19.0,0.95,3.9865639999999978,0.2,1.2
-19.0,0.9249999999999999,5.259812,0.26,1.56
-19.0,0.8999999999999999,6.723336,0.33,1.98
-19.0,0.875,7.598656,0.4,2.4
-19.0,0.85,8.300072,0.49,2.94
-19.0,0.825,8.768442000000002,0.58,3.48
-19.0,0.7999999999999999,9.340475999999999,0.67,4.02
-19.0,0.7749999999999999,9.734376000000001,0.78,4.68
-19.0,0.75,10.0557982,0.89,5.34
-19.0,0.725,10.272806600000001,1.0,6.0
-19.0,0.7,10.555079800000001,1.13,6.78
-19.0,0.6749999999999999,10.745195,1.25,7.5
-19.0,0.6499999999999999,10.9042598,1.38,8.28
-19.0,0.625,11.0003186,1.51,9.06
-19.0,0.6,11.1175418,1.63,9.78
-19.0,0.575,11.179314999999999,1.77,10.62
-19.0,0.5499999999999999,11.2245434,1.9,11.4
-19.0,0.5249999999999999,11.230024799999999,2.02,12.12
-19.0,0.5,11.2139154,2.15,12.9
-18.4,1.5,-13.7205212,0.01,0.06
-18.4,1.475,-20.744521999999996,0.01,0.06
-18.4,1.45,-20.740514000000005,0.01,0.06
-18.4,1.425,-20.745402,0.01,0.06
-18.4,1.4,-20.739386000000003,0.01,0.06
-18.4,1.375,-20.730159999999998,0.01,0.06
-18.4,1.35,-20.728544,0.01,0.06
-18.4,1.325,-20.711251999999995,0.01,0.06
-18.4,1.3,-20.672438,0.01,0.06
-18.4,1.275,-20.608870000000003,0.01,0.06
-18.4,1.25,-20.524122,0.01,0.06
-18.4,1.225,-20.302628,0.01,0.06
-18.4,1.2,-19.913179999999997,0.01,0.06
-18.4,1.175,-19.26654,0.01,0.06
-18.4,1.15,-18.42152,0.02,0.12
-18.4,1.125,-16.31631,0.02,0.12
-18.4,1.1,-13.38503,0.03,0.18
-18.4,1.075,-9.553982000000001,0.04,0.24
-18.4,1.05,-6.101934,0.06,0.36
-18.4,1.025,-1.201584000000004,0.09,0.54
-18.4,1.0,2.2618340000000003,0.12,0.72
-18.4,0.975,5.022876,0.17,1.02
-18.4,0.95,6.705664000000002,0.22,1.32
-18.4,0.9249999999999999,8.6545,0.28,1.68
-18.4,0.8999999999999999,9.828552199999999,0.35,2.1
-18.4,0.875,10.706942,0.42,2.52
-18.4,0.85,11.282837400000002,0.51,3.06
-18.4,0.825,12.0038528,0.6,3.6
-18.4,0.7999999999999999,12.4740622,0.69,4.14
-18.4,0.7749999999999999,12.8702264,0.8,4.8
-18.4,0.75,13.132420999999999,0.9,5.4
-18.4,0.725,13.4668232,1.02,6.12
-18.4,0.7,13.6989224,1.14,6.84
-18.4,0.6749999999999999,13.8909632,1.26,7.56
-18.4,0.6499999999999999,14.0132116,1.39,8.34
-18.4,0.625,14.1646236,1.51,9.06
-18.4,0.6,14.2588936,1.64,9.84
-18.4,0.575,14.3271622,1.77,10.62
-18.4,0.5499999999999999,14.3551952,1.9,11.4
-18.4,0.5249999999999999,14.367784799999999,2.03,12.18
-18.4,0.5,14.35238,2.16,12.96
-17.8,1.5,-11.184000400000002,0.01,0.06
-17.8,1.475,-18.229888000000003,0.01,0.06
-17.8,1.45,-18.231802000000002,0.01,0.06
-17.8,1.425,-18.230186000000003,0.01,0.06
-17.8,1.4,-18.216195999999997,0.01,0.06
-17.8,1.375,-18.208266000000002,0.01,0.06
-17.8,1.35,-18.175808000000004,0.01,0.06
-17.8,1.325,-18.118997999999998,0.01,0.06
-17.8,1.3,-18.037818,0.01,0.06
-17.8,1.275,-17.926859999999998,0.01,0.06
-17.8,1.25,-17.668459999999996,0.01,0.06
-17.8,1.225,-17.324786000000003,0.01,0.06
-17.8,1.2,-16.777054,0.01,0.06
-17.8,1.175,-16.111017999999994,0.01,0.06
-17.8,1.15,-14.605565999999996,0.02,0.12
-17.8,1.125,-12.480694,0.02,0.12
-17.8,1.1,-9.382938000000003,0.03,0.18
-17.8,1.075,-6.395758000000001,0.05,0.3
-17.8,1.05,-1.5927380000000007,0.07,0.42
-17.8,1.025,2.0509800000000027,0.1,0.6
-17.8,1.0,5.1795480000000005,0.14,0.84
-17.8,0.975,7.241336,0.19,1.14
-17.8,0.95,9.6701206,0.24,1.44
-17.8,0.9249999999999999,11.1785072,0.3,1.8
-17.8,0.8999999999999999,12.3416518,0.37,2.22
-17.8,0.875,13.0533746,0.45,2.7
-17.8,0.85,13.9421626,0.53,3.18
-17.8,0.825,14.5352866,0.62,3.72
-17.8,0.7999999999999999,15.0207948,0.72,4.32
-17.8,0.7749999999999999,15.3450252,0.82,4.92
-17.8,0.75,15.756299,0.93,5.58
-17.8,0.725,16.0351232,1.04,6.24
-17.8,0.7,16.2676734,1.16,6.96
-17.8,0.6749999999999999,16.4193448,1.28,7.68
-17.8,0.6499999999999999,16.6117454,1.4,8.4
-17.8,0.625,16.7328154,1.53,9.18
-17.8,0.6,16.8272734,1.65,9.9
-17.8,0.575,16.8784386,1.78,10.68
-17.8,0.5499999999999999,16.9238466,1.91,11.46
-17.8,0.5249999999999999,16.9302692,2.03,12.18
-17.8,0.5,16.91452,2.16,12.96
-17.2,1.5,-2.317818199999998,0.01,0.06
-17.2,1.475,-16.38778,0.01,0.06
-17.2,1.45,-16.386387999999997,0.01,0.06
-17.2,1.425,-16.370877999999998,0.01,0.06
-17.2,1.4,-16.352926000000004,0.01,0.06
-17.2,1.375,-16.30626199999999,0.01,0.06
